ADDRESS_LATITUDE,ADDRESS_LONGITUDE,LOCATION_ID,DLOBO_LOC_ADDRESS,DLOBO_LOC_CITY,DLOBO_LOC_STATE,DLOBO_LOC_ZIPCODE,CLEAN_ZIP,FULL_ADDRESS
47.9533459,-102.1348915,561,HWY 6 TO 43E,PARSHALL,ND,58770,58770,"HWY 6 TO 43E,PARSHALL,ND,58770"
36.4050751,-87.022327,401,2732 YORK ROAD,PLEASANT VIEW,TN,37146,37146,"2732 YORK ROAD,PLEASANT VIEW,TN,37146"
0,0,99988699,5508 LONAS DR,KNOXVILLE,TN,37919,37919,"5508 LONAS DR,KNOXVILLE,TN,37919"
36.249782,-115.046039,9744,4985 N SLOAN LN,LAS VEGAS,NV,89115,89115,"4985 N SLOAN LN,LAS VEGAS,NV,89115"
43.086934,-76.1652131,380,107 SEVENTH NORTH STREET,LIVERPOOL,NY,13088,13088,"107 SEVENTH NORTH STREET,LIVERPOOL,NY,13088"
32.1200168,-103.1893598,8606,STATE HWY 18 & HWY 128,JAL,NM,88252,88252,"STATE HWY 18 & HWY 128,JAL,NM,88252"
42.3072813,-87.8773533,87459,2850 SKOKIE HIGHWAY,NORTH CHICAGO,IL,60064,60064,"2850 SKOKIE HIGHWAY,NORTH CHICAGO,IL,60064"
31.983667,-81.13156,64530,10530 ABERCORN ST,SAVANNAH,GA,31419,31419,"10530 ABERCORN ST,SAVANNAH,GA,31419"
41.529107,-87.848705,51414,19855 LA GRANGE ROAD,MOKENA,IL,60448,60448,"19855 LA GRANGE ROAD,MOKENA,IL,60448"
40.6902707,-95.7924557,238,2495 210TH AVENUE,PERCIVAL,IA,51648,51648,"2495 210TH AVENUE,PERCIVAL,IA,51648"
41.421647,-81.504479,81031,24700 MILES ROAD,BEDFORD HEIGHTS,OH,44146,44146,"24700 MILES ROAD,BEDFORD HEIGHTS,OH,44146"
30.601811,-98.267547,40543,3501 N. HIGHWAY 281,MARBLE FALLS,TX,78654,78654,"3501 N. HIGHWAY 281,MARBLE FALLS,TX,78654"
43.1661,-75.3128,66838,8827 OLD RIVER RD,MARCY,NY,13403-3030,13403,"8827 OLD RIVER RD,MARCY,NY,13403"
51.0746131,-114.0055665,814,2525 23 ST N. E.,CALGARY,AB,T2E 7M1,T2E 7,"2525 23 ST N. E.,CALGARY,AB,T2E 7"
29.852472,-97.974068,40569,2700 HUNTER ROAD,SAN MARCOS,TX,78666,78666,"2700 HUNTER ROAD,SAN MARCOS,TX,78666"
0,0,99171033,3302 GARDEN CITY HIGHWAY,MIDLAND,TX,79706,79706,"3302 GARDEN CITY HIGHWAY,MIDLAND,TX,79706"
29.598272,-97.965453,40540,2728 N AUSTIN STREET,SEGUIN,TX,78155,78155,"2728 N AUSTIN STREET,SEGUIN,TX,78155"
35.651875,-97.442019,41472,2900 E 2ND STREET,EDMOND,OK,73034,73034,"2900 E 2ND STREET,EDMOND,OK,73034"
35.835012,-76.764952,58288,2025 US HIGHWAY 64 WEST,PLYMOUTH,NC,27962,27962,"2025 US HIGHWAY 64 WEST,PLYMOUTH,NC,27962"
41.4484319,-87.0106704,36,4105 E US HWY 30,VALPARAISO,IN,46383,46383,"4105 E US HWY 30,VALPARAISO,IN,46383"
27.386,-80.3836,67838,4009 S JENKINS RD,FORT PIERCE,FL,34981-0000,34981,"4009 S JENKINS RD,FORT PIERCE,FL,34981"
39.255445,-81.553568,59381,415 DIVISION STREET,PARKERSBURG,WV,26101,26101,"415 DIVISION STREET,PARKERSBURG,WV,26101"
31.8151853,-106.2074808,778,13551 MONTANA AVE,EL PASO,TX,79938,79938,"13551 MONTANA AVE,EL PASO,TX,79938"
41.04535,-81.690843,53650,1160 AKRON ROAD,WADSWORTH,OH,44281,44281,"1160 AKRON ROAD,WADSWORTH,OH,44281"
34.3402058,-79.5324537,713,111 MILL BRANCH ROAD,LATTA,SC,29565,29565,"111 MILL BRANCH ROAD,LATTA,SC,29565"
0,0,99171054,10700 U.S. HWY 183 N.,MUSTANG RIDGE,TX,78610,78610,"10700 U.S. HWY 183 N.,MUSTANG RIDGE,TX,78610"
33.378308,-82.072628,62465,3697 WINDSOR SPRING RD,HEPHZIBAH,GA,30815,30815,"3697 WINDSOR SPRING RD,HEPHZIBAH,GA,30815"
36.031581,-83.871964,66572,2920 KNOXVILLE CENTER DR.,KNOXVILLE,TN,37924,37924,"2920 KNOXVILLE CENTER DR.,KNOXVILLE,TN,37924"
37.8742866,-93.6209925,385,9890 SE MISSOURI 13,COLLINS,MO,64738,64738,"9890 SE MISSOURI 13,COLLINS,MO,64738"
40.1287,-87.5462,972,3400 EAST MAIN STREET,DANVILLE,IL,61834,61834,"3400 EAST MAIN STREET,DANVILLE,IL,61834"
29.694887,-96.902387,1059,709 US HWY 77 N,SCHULENBURG,TX,78956,78956,"709 US HWY 77 N,SCHULENBURG,TX,78956"
38.2253242,-91.1587639,673,825 NORTH LOOP ROAD,SULLIVAN,MO,63080,63080,"825 NORTH LOOP ROAD,SULLIVAN,MO,63080"
41.3271713,-105.6104859,308,1564 MCCUE STREET,LARAMIE,WY,82072,82072,"1564 MCCUE STREET,LARAMIE,WY,82072"
39.9024473,-84.1925923,3097,175 NORTHWOODS BLVD.,VANDALIA,OH,45377,45377,"175 NORTHWOODS BLVD.,VANDALIA,OH,45377"
35.0334536,-85.5831174,87177,520 TVA ROAD,JASPER,TN,37347,37347,"520 TVA ROAD,JASPER,TN,37347"
39.5431073,-84.2903974,9,6880 FRANKLIN-LEBANON ROAD,FRANKLIN,OH,45005,45005,"6880 FRANKLIN-LEBANON ROAD,FRANKLIN,OH,45005"
40.6476138,-82.5435665,83535,838 STATE ROUTE 97 WEST,BELLVILLE,OH,44813,44813,"838 STATE ROUTE 97 WEST,BELLVILLE,OH,44813"
37.2898164,-79.9102789,4633,2121 ORANGE AVE. NE,ROANOKE,VA,24012,24012,"2121 ORANGE AVE. NE,ROANOKE,VA,24012"
30.828764,-83.32249,66204,450 NORMAN DR.,VALDOSTA,GA,31601,31601,"450 NORMAN DR.,VALDOSTA,GA,31601"
33.963209,-118.421627,21002,8126 LINCOLN BLVD,LOS ANGELES,CA,90045,90045,"8126 LINCOLN BLVD,LOS ANGELES,CA,90045"
38.0800735,-78.9230562,4647,2601 W. MAIN STREET,WAYNESBORO,VA,22980,22980,"2601 W. MAIN STREET,WAYNESBORO,VA,22980"
35.955967,-78.841693,56972,1400 SOUTH MIAMI BOULEVARD,DURHAM,NC,27703,27703,"1400 SOUTH MIAMI BOULEVARD,DURHAM,NC,27703"
0,0,79988521,3300 MEMORIAL DR,KLAMATH FALLS,OR,97601,97601,"3300 MEMORIAL DR,KLAMATH FALLS,OR,97601"
35.418362,-119.010146,9762,1134 MANOR ST,BAKERSFIELD,CA,93308,93308,"1134 MANOR ST,BAKERSFIELD,CA,93308"
0,0,99170458,619 SOUTH SUNSHINE BOULEVARD,ELOY,AZ,85231,85231,"619 SOUTH SUNSHINE BOULEVARD,ELOY,AZ,85231"
28.741003,-100.496879,40533,2427 DEL RIO BOULEVARD,EAGLE PASS,TX,78852,78852,"2427 DEL RIO BOULEVARD,EAGLE PASS,TX,78852"
34.984099,-101.919278,10532,201 N 23RD ST.,CANYON,TX,79015,79015,"201 N 23RD ST.,CANYON,TX,79015"
46.2622806,-119.0818179,970,2216 E HILLSBORO ROAD,PASCO,WA,99301,99301,"2216 E HILLSBORO ROAD,PASCO,WA,99301"
36.252718,-115.04267,9745,5054 N SLOANE LANE,LAS VEGAS,NV,89115,89115,"5054 N SLOANE LANE,LAS VEGAS,NV,89115"
33.3991931,-82.0063531,70,3403 MIKE PADGETT HIGHWAY,AUGUSTA,GA,30906,30906,"3403 MIKE PADGETT HIGHWAY,AUGUSTA,GA,30906"
43.088631,-76.09251,59935,6589 THOMPSON ROAD,SYRACUSE,NY,13206,13206,"6589 THOMPSON ROAD,SYRACUSE,NY,13206"
0,0,9649,75 SE 6TH AVENUE,ONTARIO,OR,97914,97914,"75 SE 6TH AVENUE,ONTARIO,OR,97914"
35.464933,-97.637364,41465,101 S ROCKWELL AVE,OKLAHOMA CITY,OK,73127,73127,"101 S ROCKWELL AVE,OKLAHOMA CITY,OK,73127"
0,0,99170206,1201 I-20 WEST,WEATHERFORD,TX,76087,76087,"1201 I-20 WEST,WEATHERFORD,TX,76087"
0,0,99171165,410 E KANSAS AVE,JAL,NM,88252,88252,"410 E KANSAS AVE,JAL,NM,88252"
40.263191,-75.743323,56781,1028 BEN FRANKLIN HWY E,DOUGLASVILLE,PA,19518,19518,"1028 BEN FRANKLIN HWY E,DOUGLASVILLE,PA,19518"
33.280078,-87.102451,51439,22208 HWY 216,MCCALLA,AL,35111,35111,"22208 HWY 216,MCCALLA,AL,35111"
0,0,99170324,13712 NORTHWESTERN AVENUE,FRANKSVILLE,WI,53126,53126,"13712 NORTHWESTERN AVENUE,FRANKSVILLE,WI,53126"
32.9440077,-103.3485543,8608,LOVINGTON HWY - ADAMS,DENVER CITY,TX,79323,79323,"LOVINGTON HWY - ADAMS,DENVER CITY,TX,79323"
29.80011,-95.281315,9738,7901 WALLISVILE ROAD,HOUSTON,TX,77029,77029,"7901 WALLISVILE ROAD,HOUSTON,TX,77029"
35.8968608,-84.1753547,172,713 N. CAMPBELL STATION ROAD,KNOXVILLE,TN,37922,37922,"713 N. CAMPBELL STATION ROAD,KNOXVILLE,TN,37922"
53.8764829,-122.7352665,801,4869 CONTINENTAL WAY,PRINCE GEORGE,BC,V2N 5S5,V2N 5,"4869 CONTINENTAL WAY,PRINCE GEORGE,BC,V2N 5"
42.3025087,-85.0825527,17,15901 ELEVEN MILE ROAD,BATTLE CREEK,MI,49014,49014,"15901 ELEVEN MILE ROAD,BATTLE CREEK,MI,49014"
0,0,99170242,1851 WEST 400 NORTH,SHELBYVILLE,IN,46176,46176,"1851 WEST 400 NORTH,SHELBYVILLE,IN,46176"
42.4356364,-96.3727518,594,2815 SINGING HILLS BLVD.,SIOUX CITY,IA,51111,51111,"2815 SINGING HILLS BLVD.,SIOUX CITY,IA,51111"
36.7218996,-76.6391696,4675,1555 HOLLAND RD.,SUFFOLK,VA,23434,23434,"1555 HOLLAND RD.,SUFFOLK,VA,23434"
42.0087912,-87.9012218,84250,885 EAST TOUHY AVENUE,DES PLAINES,IL,60018,60018,"885 EAST TOUHY AVENUE,DES PLAINES,IL,60018"
0,0,99170434,2400 ALLIANCE GATEWAY FWY.,FORT WORTH,TX,76177,76177,"2400 ALLIANCE GATEWAY FWY.,FORT WORTH,TX,76177"
0,0,79988528,3125 S ANDREWS AVE,FT LAUDERDALE,FL,33316,33316,"3125 S ANDREWS AVE,FT LAUDERDALE,FL,33316"
42.875838,-85.765987,11744,4901 WILSON AVE,WYOMING,MI,49418,49418,"4901 WILSON AVE,WYOMING,MI,49418"
32.1206112,-103.1885434,1165,410 E KANSAS AVE,JAL,NM,88252,88252,"410 E KANSAS AVE,JAL,NM,88252"
43.6764923,-92.9541249,521,1509 10TH PLACE NE,AUSTIN,MN,55912,55912,"1509 10TH PLACE NE,AUSTIN,MN,55912"
33.748341,-84.56038,9606,5100 TULANE DR SW,ATLANTA,GA,30336,30336,"5100 TULANE DR SW,ATLANTA,GA,30336"
35.5723731,-82.9558962,90047,3710 CRABTREE ROAD,WAYNESVILLE,NC,28786,28786,"3710 CRABTREE ROAD,WAYNESVILLE,NC,28786"
37.2371612,-80.4213374,4628,825 N. MAIN STREET,BLACKSBURG,VA,24060,24060,"825 N. MAIN STREET,BLACKSBURG,VA,24060"
41.4029443,-89.4685448,162,2835 NORTH MAIN STREET,PRINCETON,IL,61356,61356,"2835 NORTH MAIN STREET,PRINCETON,IL,61356"
0,0,9645,404 E PRESTON ST,SELMA,NC,27576,27576,"404 E PRESTON ST,SELMA,NC,27576"
29.740305,-98.093316,40567,895 FM 306,NEW BRAUNFELS,TX,78130,78130,"895 FM 306,NEW BRAUNFELS,TX,78130"
33.503471,-102.008369,10122,701 DOWDEN RD.,WOLFFORTH,TX,79382,79382,"701 DOWDEN RD.,WOLFFORTH,TX,79382"
36.6709566,-80.9179438,4617,509 EAST STUART DRIVE,GALAX,VA,24333,24333,"509 EAST STUART DRIVE,GALAX,VA,24333"
35.019186,-114.600834,16473,4747 S HIGHWAY 95,FORT MOHAVE,AZ,86426,86426,"4747 S HIGHWAY 95,FORT MOHAVE,AZ,86426"
35.2981163,-79.7262529,6978,801 NC HIGHWAY 211E,CANDOR,NC,27229,27229,"801 NC HIGHWAY 211E,CANDOR,NC,27229"
39.831662,-84.6303185,286,6141 US 127 NORTH,EATON,OH,45320,45320,"6141 US 127 NORTH,EATON,OH,45320"
38.9211779,-84.6223519,3821,249 SHORLAND DRIVE,WALTON,KY,41094,41094,"249 SHORLAND DRIVE,WALTON,KY,41094"
0,0,99170750,139 FACTORY OUTLET DRIVE,FORT CHISWELL,VA,24360,24360,"139 FACTORY OUTLET DRIVE,FORT CHISWELL,VA,24360"
0,0,99170706,121 NORTH 129 E AVE,TULSA,OK,74116,74116,"121 NORTH 129 E AVE,TULSA,OK,74116"
40.111522,-87.778194,56509,498 OAKWOOD STREET,OAKWOOD,IL,61858,61858,"498 OAKWOOD STREET,OAKWOOD,IL,61858"
39.6923137,-79.1003231,408,3000 CHESTNUT RIDGE ROAD,GRANTSVILLE,MD,21536,21536,"3000 CHESTNUT RIDGE ROAD,GRANTSVILLE,MD,21536"
29.506415,-98.62991,40542,7251 ECKHERT ROAD,SAN ANTONIO,TX,78238,78238,"7251 ECKHERT ROAD,SAN ANTONIO,TX,78238"
44.266786,-76.968756,790,628 COUNTY ROAD 41 RR6,NAPANEE,ON,K7R 3L2,K7R 3,"628 COUNTY ROAD 41 RR6,NAPANEE,ON,K7R 3"
40.1200874,-74.7074777,382,2008 STATE HIGHWAY 206 SOUTH,BORDENTOWN,NJ,8505,8505,"2008 STATE HIGHWAY 206 SOUTH,BORDENTOWN,NJ,8505"
42.9740699,-83.6753573,88753,1466 EAST BRISTOL ROAD,BURTON,MI,48529,48529,"1466 EAST BRISTOL ROAD,BURTON,MI,48529"
30.91561,-83.257543,66732,4196 BEMISS RD,VALDOSTA,GA,31601,31601,"4196 BEMISS RD,VALDOSTA,GA,31601"
40.4926242,-106.8517169,160,1694 13TH STREET,STEAMBOAT SPRINGS,CO,80487,80487,"1694 13TH STREET,STEAMBOAT SPRINGS,CO,80487"
41.561275,-112.142637,66890,5400 W HIGHWAY 83,CORINNE,UT,84307-9702,84307,"5400 W HIGHWAY 83,CORINNE,UT,84307"
0,0,99170253,600 PENNSVILLE-AUBURN ROAD,CARNEYS POINT,NJ,8069,8069,"600 PENNSVILLE-AUBURN ROAD,CARNEYS POINT,NJ,8069"
35.24576,-113.98428,10004,3770 EAST DIAGONAL WAY,KINGMAN,AZ,86401,86401,"3770 EAST DIAGONAL WAY,KINGMAN,AZ,86401"
32.2977434,-86.1970807,81506,5559 TROY HIGHWAY,MONTGOMERY,AL,36116,36116,"5559 TROY HIGHWAY,MONTGOMERY,AL,36116"
38.0967023,-102.6189205,1052,708 NORTH MAIN STREET,LAMAR,CO,81052,81052,"708 NORTH MAIN STREET,LAMAR,CO,81052"
35.9205048,-80.0005546,86954,801 WEST FAIRFIELD ROAD,HIGH POINT,NC,27263,27263,"801 WEST FAIRFIELD ROAD,HIGH POINT,NC,27263"
41.7795,-89.7889,67824,23769 MATHEW RD,STERLING,IL,61081-9111,61081,"23769 MATHEW RD,STERLING,IL,61081"
29.844985,-97.940277,40560,"2101 N. HWY 123, SUITE A",SAN MARCOS,TX,78666,78666,"2101 N. HWY 123, SUITE A,SAN MARCOS,TX,78666"
36.562045,-82.568032,65734,750 LYNN GARDEN DR,KINGSPORT,TN,42311,42311,"750 LYNN GARDEN DR,KINGSPORT,TN,42311"
33.5243425,-82.0332981,144,2975 GUN CLUB ROAD,AUGUSTA,GA,30907,30907,"2975 GUN CLUB ROAD,AUGUSTA,GA,30907"
34.12336,-84.22533,88495,910 MCFARLAND PKWY,ALPHARETTA,GA,30004,30004,"910 MCFARLAND PKWY,ALPHARETTA,GA,30004"
40.7267,-84.0715,66375,1150 GREELY CHAPEL RD,LIMA,OH,45804,45804,"1150 GREELY CHAPEL RD,LIMA,OH,45804"
45.7332447,-72.7377266,810,569 RUE PRINCIPALE,SAINTE HELENE DE BAGOT,QC,J0H 1M0,J0H 1,"569 RUE PRINCIPALE,SAINTE HELENE DE BAGOT,QC,J0H 1"
0,0,99170257,4015 SOUTH FM 1788,MIDLAND,TX,79706,79706,"4015 SOUTH FM 1788,MIDLAND,TX,79706"
29.89134,-97.956341,40578,1420 OLD RANCH ROAD 12,SAN MARCOS,TX,78666,78666,"1420 OLD RANCH ROAD 12,SAN MARCOS,TX,78666"
40.5309515,-74.3255773,83446,789 AMBOY AVENUE,EDISON,NJ,8837,8837,"789 AMBOY AVENUE,EDISON,NJ,8837"
0,0,99170442,1701 HIGHWAY 84 EAST,HAYTI,MO,63851,63851,"1701 HIGHWAY 84 EAST,HAYTI,MO,63851"
32.7273607,-97.8244224,90038,2220 OLD DENNIS ROAD,WEATHERFORD,TX,76087,76087,"2220 OLD DENNIS ROAD,WEATHERFORD,TX,76087"
0,0,99170518,2210 CAMP SWATARA ROAD,FRYSTOWN,PA,17067,17067,"2210 CAMP SWATARA ROAD,FRYSTOWN,PA,17067"
33.826485,-84.196668,54107,5448 PONCE DE LEON AVE,TUCKER,GA,30083,30083,"5448 PONCE DE LEON AVE,TUCKER,GA,30083"
0,0,89988600,2553 QUALITY LANE,KNOXVILLE,TN,37931,37931,"2553 QUALITY LANE,KNOXVILLE,TN,37931"
40.415115,-80.737931,67817,843 STATE ROUTE 43,WINTERSVILLE,OH,43952-7018,43952,"843 STATE ROUTE 43,WINTERSVILLE,OH,43952"
36.7830337,-114.1404743,1171,1057 S. LOWER FLAT TOP DRIVE,MESQUITE,NV,89027,89027,"1057 S. LOWER FLAT TOP DRIVE,MESQUITE,NV,89027"
29.22984,-99.75524,40519,2815 E. MAIN STREET,UVALDE,TX,78801,78801,"2815 E. MAIN STREET,UVALDE,TX,78801"
34.547703,-81.997892,66815,1052 VERN CORA RD,LAURENS,SC,29360-0000,29360,"1052 VERN CORA RD,LAURENS,SC,29360"
0,0,99170239,1600 EAST WYANDOT AVENUE,UPPER SANDUSKY,OH,43351,43351,"1600 EAST WYANDOT AVENUE,UPPER SANDUSKY,OH,43351"
33.5668,-112.321,9739,12126 W OLIVE AVENUE,EL MIRAGE,AZ,85333,85333,"12126 W OLIVE AVENUE,EL MIRAGE,AZ,85333"
40.632372,-74.238337,53503,701 EAST EDGAR ROAD,LINDEN,NJ,7036,7036,"701 EAST EDGAR ROAD,LINDEN,NJ,7036"
41.0582,-80.5856,9610,100 SOUTH BRIDGE STREET,STRUTHERS,OH,44471,44471,"100 SOUTH BRIDGE STREET,STRUTHERS,OH,44471"
33.748328,-84.562601,99988639,5100 TULANE DR SW,ATLANTA,GA,30336,30336,"5100 TULANE DR SW,ATLANTA,GA,30336"
36.173155,-86.512605,41074,125 N MOUNT JULIET RD,MOUNT JULIET,TN,37122,37122,"125 N MOUNT JULIET RD,MOUNT JULIET,TN,37122"
53.2262237,-114.9874089,815,5505 JUBILEE AVE.,DRAYTON VALLEY,AB,T7A 1S3,T7A 1,"5505 JUBILEE AVE.,DRAYTON VALLEY,AB,T7A 1"
37.3813679,-79.1356042,4640,3732 CAMPBELL AVENUE,LYNCHBURG,VA,24501,24501,"3732 CAMPBELL AVENUE,LYNCHBURG,VA,24501"
42.674864,-82.815088,52314,29239 23 MILE ROAD,NEW BALTIMORE,MI,48047,48047,"29239 23 MILE ROAD,NEW BALTIMORE,MI,48047"
35.99574,-83.921868,119,2518 NORTH BROADWAY,KNOXVILLE,TN,37917,37917,"2518 NORTH BROADWAY,KNOXVILLE,TN,37917"
0,0,99170095,493 EAST STATE ROUTE 44,WILDWOOD,FL,34785,34785,"493 EAST STATE ROUTE 44,WILDWOOD,FL,34785"
0,0,99170647,844 EAST 1250 SOUTH,HAUBSTADT,IN,47639,47639,"844 EAST 1250 SOUTH,HAUBSTADT,IN,47639"
35.8952722,-84.1748408,221,701 CAMPBELL STATION ROAD,KNOXVILLE,TN,37934,37934,"701 CAMPBELL STATION ROAD,KNOXVILLE,TN,37934"
31.841077,-102.374396,79988545,200 S CRANE AVE,ODESSA,TX,79763,79763,"200 S CRANE AVE,ODESSA,TX,79763"
34.920569,-81.88632,63338,203 CEDAR SPRINGS RD,SPARTANBURG,SC,29302,29302,"203 CEDAR SPRINGS RD,SPARTANBURG,SC,29302"
39.314679,-84.463913,59367,9738 PRINCETON GLENDALE ROAD,CINCINNATI,OH,45246,45246,"9738 PRINCETON GLENDALE ROAD,CINCINNATI,OH,45246"
38.879002,-97.5927942,659,2250 NORTH OHIO STREET,SALINA,KS,67401,67401,"2250 NORTH OHIO STREET,SALINA,KS,67401"
35.544914,-84.565053,4598,507 HIGHWAY 309,NIOTA,TN,37826,37826,"507 HIGHWAY 309,NIOTA,TN,37826"
37.4503492,-79.1211712,4638,4536 SOUTH AMHERST HIGHWAY,MADISON HEIGHTS,VA,24572,24572,"4536 SOUTH AMHERST HIGHWAY,MADISON HEIGHTS,VA,24572"
0,0,99171229,5508 LONAS DR,KNOXVILLE,TN,37919,37919,"5508 LONAS DR,KNOXVILLE,TN,37919"
28.8648,-97.89499,40801,1905 S. US HWY. 181,KARNES CITY,TX,78118,78118,"1905 S. US HWY. 181,KARNES CITY,TX,78118"
45.552702,-94.255566,54423,107 28TH AVENUE S.,WAITE PARK,MN,56387,56387,"107 28TH AVENUE S.,WAITE PARK,MN,56387"
29.39,-98.35,36296,7139 US HWY 87 E,SAN ANTONIO,TX,78263,78263,"7139 US HWY 87 E,SAN ANTONIO,TX,78263"
0,0,99170015,5820 HAGMAN ROAD,TOLEDO,OH,43612,43612,"5820 HAGMAN ROAD,TOLEDO,OH,43612"
35.935421,-86.529894,57138,8281 TRIDON DRIVE,SMYRNA,TN,37167,37167,"8281 TRIDON DRIVE,SMYRNA,TN,37167"
45.742419,-107.5969672,964,315 E 13TH STREET,HARDIN,MT,59034,59034,"315 E 13TH STREET,HARDIN,MT,59034"
42.6744374,-85.6576699,83578,1155 WEST SUPERIOR STREET,WAYLAND,MI,49348,49348,"1155 WEST SUPERIOR STREET,WAYLAND,MI,49348"
36.0098905,-86.5443258,87105,5540 MURFREESBORO ROAD,LAVERGNE,TN,37086,37086,"5540 MURFREESBORO ROAD,LAVERGNE,TN,37086"
42.961007,-78.405825,57008,I90 & ALLEGHANY RD,CORFU,NY,14036,14036,"I90 & ALLEGHANY RD,CORFU,NY,14036"
41.0920661,-74.1557162,210,230 ROUTE 17 SOUTH,MAHWAH,NJ,7430,7430,"230 ROUTE 17 SOUTH,MAHWAH,NJ,7430"
42.6967305,-73.9611605,9618,2 VAN BUREN BLVD. BLDG26,GUILDERLAND CENTER,NY,12085,12085,"2 VAN BUREN BLVD. BLDG26,GUILDERLAND CENTER,NY,12085"
0,0,99170154,14808 WARREN STREET,LOST HILLS,CA,93249,93249,"14808 WARREN STREET,LOST HILLS,CA,93249"
46.2746,-119.919,67821,546 WOODALL RD  ,GRANDVIEW,WA,98930,98930,"546 WOODALL RD  ,GRANDVIEW,WA,98930"
36.9041921,-89.3543716,359,2071 MAIN STREET,CHARLESTON,MO,63834,63834,"2071 MAIN STREET,CHARLESTON,MO,63834"
35.06579,-80.645622,16001,6001 HWY 74E,INDIAN TRAIL,NC,28079,28079,"6001 HWY 74E,INDIAN TRAIL,NC,28079"
42.090084,-86.412262,90035,1862 E. NAPIER AVE,BENTON HARBOR,MI,49022,49022,"1862 E. NAPIER AVE,BENTON HARBOR,MI,49022"
35.7257,-80.6887,977,320 BEAR POPLAR ROAD,CLEVELAND,NC,27013,27013,"320 BEAR POPLAR ROAD,CLEVELAND,NC,27013"
0,0,99171135,1419 US-281,FALFURRIAS,TX,78355,78355,"1419 US-281,FALFURRIAS,TX,78355"
0,0,79988524,1301 E WASHINGTON STREET,PETERSBURG,VA,23803,23803,"1301 E WASHINGTON STREET,PETERSBURG,VA,23803"
36.792917,-86.557613,9666,376 REASONOVER DR,FRANKLIN,KY,41234,41234,"376 REASONOVER DR,FRANKLIN,KY,41234"
37.6186821,-122.0639918,937,1565 INDUSTRIAL PARKWAY,HAYWARD,CA,94544,94544,"1565 INDUSTRIAL PARKWAY,HAYWARD,CA,94544"
36.2509015,-115.0933037,9629,4910 DONOVAN WAY,LAS VEGAS,NV,89081,89081,"4910 DONOVAN WAY,LAS VEGAS,NV,89081"
37.0483937,-80.7682478,4624,640 E. MAIN STREET,PULASKI,VA,24301,24301,"640 E. MAIN STREET,PULASKI,VA,24301"
32.444929,-93.899249,83,6901 W. BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71129,71129,"6901 W. BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71129"
47.69049,-117.19656,9635,3808 N SULLIVAN ROAD,SPOKANE,WA,99216,99216,"3808 N SULLIVAN ROAD,SPOKANE,WA,99216"
40.4821583,-89.0176345,299,1522 WEST MARKET STREET,BLOOMINGTON,IL,61701,61701,"1522 WEST MARKET STREET,BLOOMINGTON,IL,61701"
35.942447,-86.821068,66249,3070 MALLORY LANE,FRANKLIN,TN,37067,37067,"3070 MALLORY LANE,FRANKLIN,TN,37067"
29.4224,-95.2257,41655,1920 E HWY 6,ALVIN,TX,77511,77511,"1920 E HWY 6,ALVIN,TX,77511"
33.245314,-84.296318,16619,1524 HIGHWAY 16,GRIFFIN,GA,30223,30223,"1524 HIGHWAY 16,GRIFFIN,GA,30223"
41.680254,-88.205473,57448,3004 111TH STREET,NAPERVILLE,IL,60564,60564,"3004 111TH STREET,NAPERVILLE,IL,60564"
43.1222243,-71.4803757,896,728 SR 3A,BOW,NH,3304,3304,"728 SR 3A,BOW,NH,3304"
31.816186,-106.20783,9740,13551 E. MONTANA AVE.,EL PASO,TX,79938,79938,"13551 E. MONTANA AVE.,EL PASO,TX,79938"
41.6133,-83.6963,68139,1300 E. MALL DR.,HOLLAND,OH,43528,43528,"1300 E. MALL DR.,HOLLAND,OH,43528"
35.028738,-85.189484,68112,6101 LEE HWY.,CHATTANOOGA,TN,37421,37421,"6101 LEE HWY.,CHATTANOOGA,TN,37421"
32.6976017,-103.1837376,557,3710 W. CARLSBAD HWY,HOBBS,NM,88240,88240,"3710 W. CARLSBAD HWY,HOBBS,NM,88240"
39.8422895,-85.5592033,88061,6193 SOUTH STATE ROAD 109,KNIGHTSTOWN,IN,46148,46148,"6193 SOUTH STATE ROAD 109,KNIGHTSTOWN,IN,46148"
0,0,99171109,8702 TELEPHONE ROAD,HOUSTON,TX,77061,77061,"8702 TELEPHONE ROAD,HOUSTON,TX,77061"
35.046542,-106.646459,9732,3200 BROADWAY BLVD SE,ALBUQUERQUE,NM,87105,87105,"3200 BROADWAY BLVD SE,ALBUQUERQUE,NM,87105"
39.298866,-85.958515,56092,10471 NORTH US-31,TAYLORSVILLE,IN,47280,47280,"10471 NORTH US-31,TAYLORSVILLE,IN,47280"
40.1557192,-88.2381518,526,4910 MARKET STREET,CHAMPAIGN,IL,61821,61821,"4910 MARKET STREET,CHAMPAIGN,IL,61821"
39.2853,-75.6208,67834,100 WALTON WAY,SMYRNA,DE,19977-3757,19977,"100 WALTON WAY,SMYRNA,DE,19977"
38.7887531,-112.0822995,773,35 EAST FLYING J DRIVE,RICHFIELD,UT,84701,84701,"35 EAST FLYING J DRIVE,RICHFIELD,UT,84701"
33.2447126,-97.5817915,1095,US HWY 380 & US HWY 287,DECATUR,TX,76234,76234,"US HWY 380 & US HWY 287,DECATUR,TX,76234"
